,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
0,Muzaffarpurbandrabandrawab,104,3120.0,30.0,1.0,30.0,104
1,Muzaffarpurbandrabandrawac,380,11400.0,1500.0,25.0,1500.0,190
2,Muzaffarpurbandrabandrawag,183,5490.0,930.0,20.0,930.0,61
3,Muzaffarpurbandrabandrawbc,186,5580.0,1020.0,19.0,1020.0,93
4,Muzaffarpurbandrabandrawbf,92,2760.0,0.0,0.0,0.0,92
5,Muzaffarpurbandrabargaowab,303,9090.0,0.0,0.0,0.0,101
6,Muzaffarpurbandrabargaowac,137,4110.0,0.0,0.0,0.0,137
7,Muzaffarpurbandrabargaowad,191,5730.0,120.0,4.0,120.0,191
8,Muzaffarpurbandrabargaowae,334,10020.0,0.0,0.0,0.0,167
9,Muzaffarpurbandrabargaowaf,194,5820.0,0.0,0.0,0.0,97
10,Muzaffarpurbandrabargaowag,129,3870.0,0.0,0.0,0.0,129
11,Muzaffarpurbandrabargaowah,188,5640.0,60.0,1.0,60.0,94
12,Muzaffarpurbandrabargaowai,776,23280.0,5640.0,83.0,5640.0,259
13,Muzaffarpurbandrabargaowaj,216,6480.0,0.0,0.0,0.0,108
14,Muzaffarpurbandrabargaowbb,388,11670.0,180.0,3.0,180.0,131
15,Muzaffarpurbandrabargaowbc,216,7320.0,900.0,14.0,900.0,88
16,Muzaffarpurbandrabargaowbd,252,7560.0,30.0,1.0,30.0,84
17,Muzaffarpurbandrabargaowbe,196,5880.0,30.0,1.0,30.0,196
18,Muzaffarpurbandrahatthawab,54,1620.0,0.0,0.0,0.0,54
19,Muzaffarpurbandrahatthawac,71,2130.0,0.0,0.0,0.0,71
20,Muzaffarpurbandrahatthawad,256,7680.0,0.0,0.0,0.0,128
21,Muzaffarpurbandrahatthawaf,381,11430.0,0.0,0.0,0.0,127
22,Muzaffarpurbandrahatthawah,117,3510.0,0.0,0.0,0.0,116
23,Muzaffarpurbandrahatthawai,312,9360.0,0.0,0.0,0.0,104
24,Muzaffarpurbandrahatthawaj,519,15570.0,0.0,0.0,0.0,173
25,Muzaffarpurbandrahatthawbc,69,2070.0,0.0,0.0,0.0,69
26,Muzaffarpurbandrahatthawbe,70,2100.0,0.0,0.0,0.0,70
27,Muzaffarpurbandrahatthawbf,70,2100.0,0.0,0.0,0.0,70
28,Muzaffarpurbandrahatthawbg,135,4050.0,0.0,0.0,0.0,135
29,Muzaffarpurbandramunnibangriwab,208,6240.0,30.0,1.0,30.0,104
30,Muzaffarpurbandramunnibangriwac,250,7500.0,0.0,0.0,0.0,125
31,Muzaffarpurbandramunnibangriwad,128,3840.0,0.0,0.0,0.0,64
32,Muzaffarpurbandramunnibangriwae,121,3630.0,30.0,1.0,30.0,121
33,Muzaffarpurbandramunnibangriwaf,108,3240.0,1830.0,61.0,1830.0,108
34,Muzaffarpurbandramunnibangriwag,69,2070.0,0.0,0.0,0.0,69
35,Muzaffarpurbandramunnibangriwah,344,10320.0,0.0,0.0,0.0,172
36,Muzaffarpurbandramunnibangriwai,93,2790.0,0.0,0.0,0.0,93
37,Muzaffarpurbandramunnibangriwaj,78,2340.0,0.0,0.0,0.0,78
38,Muzaffarpurbandramunnibangriwba,157,4710.0,0.0,0.0,0.0,157
39,Muzaffarpurbandramunnibangriwbb,288,8640.0,0.0,0.0,0.0,144
40,Muzaffarpurbandramunnibangriwbc,94,2820.0,30.0,1.0,30.0,94
41,Muzaffarpurbandramunnibangriwbd,127,3810.0,0.0,0.0,0.0,129
42,Muzaffarpurbandranunfarawab,483,14490.0,510.0,9.0,510.0,161
43,Muzaffarpurbandranunfarawac,504,15300.0,1890.0,23.0,1890.0,170
44,Muzaffarpurbandranunfarawad,435,13050.0,4060.0,66.0,4060.0,145
45,Muzaffarpurbandranunfarawae,258,7740.0,0.0,0.0,0.0,86
46,Muzaffarpurbandranunfarawaf,252,7560.0,0.0,0.0,0.0,126
47,Muzaffarpurbandranunfarawah,330,9900.0,30.0,1.0,30.0,165
48,Muzaffarpurbandranunfarawai,360,10800.0,0.0,0.0,0.0,120
49,Muzaffarpurbandranunfarawaj,162,4860.0,0.0,0.0,0.0,81
50,Muzaffarpurbandranunfarawba,328,9840.0,0.0,0.0,0.0,164
51,Muzaffarpurbandranunfarawbb,206,6180.0,0.0,0.0,0.0,103
52,Muzaffarpurbandranunfarawbc,258,7740.0,0.0,0.0,0.0,129
53,Muzaffarpurbandrapatsarawab,98,2940.0,0.0,0.0,0.0,98
54,Muzaffarpurbandrapatsarawac,30,900.0,0.0,0.0,0.0,30
55,Muzaffarpurbandrapatsarawad,150,4500.0,0.0,0.0,0.0,150
56,Muzaffarpurbandrapatsarawaf,294,8820.0,0.0,0.0,0.0,98
57,Muzaffarpurbandrapatsarawag,376,11400.0,3090.0,47.0,3410.0,130
58,Muzaffarpurbandrapatsarawah,168,5040.0,60.0,1.0,60.0,84
59,Muzaffarpurbandrapatsarawai,699,20970.0,110.0,3.0,110.0,233
60,Muzaffarpurbandrapatsarawaj,192,5760.0,0.0,0.0,0.0,96
61,Muzaffarpurbandrapatsarawba,168,5040.0,660.0,11.0,660.0,84
62,Muzaffarpurbandrapatsarawbb,56,1680.0,61.0,3.0,61.0,57
63,Muzaffarpurbandrapatsarawbc,216,6480.0,30.0,1.0,30.0,216
64,Muzaffarpurbandrapatsarawbd,108,3240.0,0.0,0.0,0.0,108
65,Muzaffarpurbandrapirapurwab,575,17250.0,0.0,0.0,0.0,115
66,Muzaffarpurbandrapirapurwac,352,10560.0,90.0,2.0,90.0,88
67,Muzaffarpurbandrapirapurwad,351,10530.0,30.0,1.0,30.0,117
68,Muzaffarpurbandrapirapurwae,518,16170.0,660.0,4.0,660.0,106
69,Muzaffarpurbandrapirapurwag,576,17280.0,60.0,1.0,60.0,144
70,Muzaffarpurbandrapirapurwah,880,26400.0,5330.0,53.0,5330.0,176
71,Muzaffarpurbandrapirapurwai,780,23490.0,11040.0,214.0,11040.0,157
72,Muzaffarpurbandrapirapurwaj,1010,30300.0,120.0,1.0,120.0,202
73,Muzaffarpurbandrapirapurwba,715,20560.0,9040.0,121.0,9930.0,145
74,Muzaffarpurbandrapirapurwbb,600,18000.0,90.0,2.0,90.0,120
75,Muzaffarpurbandrapirapurwbc,710,21260.0,7200.0,101.0,7240.0,142
76,Muzaffarpurbandrapirapurwbd,488,14640.0,120.0,1.0,120.0,122
77,Muzaffarpurbandrarampurdayalwab,400,12000.0,240.0,2.0,240.0,80
78,Muzaffarpurbandrarampurdayalwac,775,23250.0,6000.0,42.0,6000.0,155
79,Muzaffarpurbandrarampurdayalwad,192,5760.0,0.0,0.0,0.0,48
80,Muzaffarpurbandrarampurdayalwae,370,11100.0,0.0,0.0,0.0,74
81,Muzaffarpurbandrarampurdayalwaf,636,19080.0,0.0,0.0,0.0,159
82,Muzaffarpurbandrarampurdayalwah,612,18360.0,2490.0,29.0,2490.0,153
83,Muzaffarpurbandrarampurdayalwai,736,22080.0,360.0,6.0,360.0,184
84,Muzaffarpurbandrarampurdayalwaj,259,7770.0,120.0,2.0,120.0,65
85,Muzaffarpurbandrarampurdayalwba,308,9240.0,2070.0,18.0,2070.0,77
86,Muzaffarpurbandrarampurdayalwbb,764,22920.0,240.0,4.0,240.0,191
87,Muzaffarpurbandrarampurdayalwbc,656,19680.0,30.0,1.0,30.0,164
88,Muzaffarpurbandrarampurdayalwbd,995,29850.0,5120.0,57.0,5120.0,199
89,Muzaffarpurbandrasundarpurratwarawab,140,4200.0,0.0,0.0,0.0,140
90,Muzaffarpurbandrasundarpurratwarawac,106,3180.0,0.0,0.0,0.0,106
91,Muzaffarpurbandrasundarpurratwarawad,91,2730.0,0.0,0.0,0.0,89
92,Muzaffarpurbandrasundarpurratwarawah,128,3840.0,0.0,0.0,0.0,128
93,Muzaffarpurbandrasundarpurratwarawaj,148,4440.0,30.0,1.0,30.0,148
94,Muzaffarpurbandrasundarpurratwarawba,121,3580.0,1260.0,42.0,1310.0,157
95,Muzaffarpurbandrasundarpurratwarawbb,104,3120.0,0.0,0.0,0.0,104
96,Muzaffarpurbandrasundarpurratwarawbd,88,2640.0,0.0,0.0,0.0,88
97,Muzaffarpurbandrasundarpurratwarawbe,85,2550.0,0.0,0.0,0.0,85
98,Muzaffarpurbandratepariwab,123,3690.0,0.0,0.0,0.0,123
99,Muzaffarpurbandratepariwac,175,5310.0,180.0,3.0,180.0,88
100,Muzaffarpurbandratepariwad,102,3060.0,30.0,1.0,30.0,103
101,Muzaffarpurbandratepariwae,168,5040.0,0.0,0.0,0.0,84
102,Muzaffarpurbandratepariwag,165,4950.0,0.0,0.0,0.0,165
103,Muzaffarpurbandratepariwah,272,8160.0,0.0,0.0,0.0,136
104,Muzaffarpurbandratepariwai,256,7680.0,0.0,0.0,0.0,129
105,Muzaffarpurbandratepariwaj,138,4140.0,880.0,30.0,880.0,69
106,Muzaffarpurbandratepariwba,98,2850.0,150.0,5.0,240.0,98
107,Muzaffarpurbandratepariwbb,103,3090.0,30.0,1.0,30.0,108
108,Muzaffarpurbandratepariwbc,74,2220.0,30.0,1.0,30.0,75
109,Muzaffarpurbandratepariwbd,211,6330.0,0.0,0.0,0.0,211
110,Muzaffarpurbandratepariwbe,298,8940.0,0.0,0.0,0.0,149
111,Muzaffarpurbandratepariwbf,286,8580.0,0.0,0.0,0.0,143
112,Muzaffarpurmoraulbishanpurbakhriwad,87,2610.0,30.0,1.0,30.0,87
113,Muzaffarpurmoraulbishanpurbakhriwah,97,2910.0,30.0,1.0,30.0,97
114,Muzaffarpurmoraulbishanpurbakhriwai,81,2430.0,1230.0,41.0,1230.0,83
115,Muzaffarpurmoraulbishanpurbakhriwaj,372,11160.0,9780.0,196.0,9780.0,124
116,Muzaffarpurmoraulbishanpurbakhriwbb,136,4080.0,0.0,0.0,0.0,136
117,Muzaffarpurmoraulbishanpurbakhriwbe,194,5820.0,60.0,2.0,60.0,97
118,Muzaffarpurmoraulbishanpurbakhriwbf,288,8520.0,1740.0,32.0,1920.0,96
119,Muzaffarpurmoraulbishanpurshreeramwac,82,2460.0,0.0,0.0,0.0,82
120,Muzaffarpurmoraulharsingpurlautanwab,3,90.0,90.0,4.0,240.0,48
121,Muzaffarpurmoraulharsingpurlautanwac,168,5040.0,4060.0,70.0,4060.0,84
122,Muzaffarpurmoraulharsingpurlautanwad,296,8640.0,4770.0,143.0,5010.0,148
123,Muzaffarpurmoraulharsingpurlautanwae,166,4980.0,120.0,4.0,120.0,83
124,Muzaffarpurmoraulharsingpurlautanwag,122,3660.0,330.0,11.0,330.0,122
125,Muzaffarpurmoraulharsingpurlautanwbb,206,6180.0,860.0,28.0,860.0,103
126,Muzaffarpurmoraulharsingpurlautanwbd,66,1980.0,960.0,32.0,960.0,33
127,Muzaffarpurmoraulitaharasulnagarwac,95,2850.0,1520.0,52.0,1520.0,95
128,Muzaffarpurmoraulitaharasulnagarwae,51,1530.0,30.0,1.0,30.0,51
129,Muzaffarpurmoraulitaharasulnagarwaf,142,4260.0,1530.0,51.0,1530.0,142
130,Muzaffarpurmoraulitaharasulnagarwag,107,3210.0,30.0,1.0,30.0,107
131,Muzaffarpurmoraulitaharasulnagarwah,110,3300.0,30.0,1.0,30.0,110
132,Muzaffarpurmoraulitaharasulnagarwaj,105,3150.0,2400.0,80.0,2400.0,105
133,Muzaffarpurmoraulitaharasulnagarwbb,80,2400.0,30.0,1.0,30.0,80
134,Muzaffarpurmoraulitaharasulnagarwbc,108,3240.0,390.0,13.0,390.0,108
135,Muzaffarpurmoraulitaharasulnagarwbe,107,3210.0,60.0,2.0,60.0,107
136,Muzaffarpurmoraulmahmadpurbadalwab,82,2280.0,60.0,2.0,240.0,82
137,Muzaffarpurmoraulmahmadpurbadalwac,129,3780.0,90.0,3.0,180.0,130
138,Muzaffarpurmoraulmahmadpurbadalwad,32,900.0,60.0,2.0,120.0,32
139,Muzaffarpurmoraulmahmadpurbadalwae,62,1770.0,30.0,1.0,120.0,62
140,Muzaffarpurmoraulmeerapurwac,91,-510.0,720.0,24.0,3960.0,93
141,Muzaffarpurmoraulmeerapurwaf,102,2880.0,120.0,4.0,300.0,102
142,Muzaffarpurmoraulmeerapurwah,153,4500.0,30.0,1.0,120.0,153
143,Muzaffarpurmoraulmeerapurwaj,128,3810.0,120.0,3.0,150.0,64
144,Muzaffarpurmoraulmeerapurwbe,1,30.0,0.0,0.0,0.0,139
145,Muzaffarpurmoraulpilkhigajpattiwab,294,8730.0,120.0,2.0,210.0,98
146,Muzaffarpurmoraulpilkhigajpattiwad,122,3660.0,0.0,0.0,0.0,122
147,Muzaffarpurmoraulpilkhigajpattiwaf,93,2550.0,30.0,1.0,270.0,93
148,Muzaffarpurmoraulpilkhigajpattiwah,87,2250.0,210.0,7.0,570.0,87
149,Muzaffarpurmoraulpilkhigajpattiwai,114,2370.0,1290.0,43.0,2340.0,114
150,Muzaffarpurmoraulpilkhigajpattiwaj,181,5400.0,30.0,1.0,60.0,181
151,Muzaffarpurmoraulpilkhigajpattiwba,89,2310.0,360.0,12.0,720.0,89
152,Muzaffarpurmoraulpilkhigajpattiwbb,67,40.0,750.0,25.0,2720.0,67
153,Muzaffarpurmoraulpilkhigajpattiwbc,324,9360.0,390.0,8.0,750.0,108
154,Muzaffarpurmoraulpilkhigajpattiwbd,77,2070.0,150.0,5.0,390.0,77
155,Muzaffarpurmoraulpilkhigajpattiwbe,81,2220.0,150.0,5.0,360.0,81
156,Muzaffarpurmoraulsadiqpurmuraulwac,54,1620.0,480.0,16.0,480.0,54
157,Muzaffarpurmoraulsadiqpurmuraulwad,110,3300.0,150.0,4.0,150.0,55
158,Muzaffarpurmoraulsadiqpurmuraulwai,174,5220.0,1020.0,18.0,1020.0,87
159,Muzaffarpurmoraulvidhyajhanpwab,222,6660.0,3600.0,61.0,3600.0,111
160,Muzaffarpurmoraulvidhyajhanpwac,520,15600.0,2960.0,75.0,2960.0,104
161,Muzaffarpurmoraulvidhyajhanpwad,590,17700.0,8370.0,252.0,8370.0,118
162,Muzaffarpurmoraulvidhyajhanpwae,376,11280.0,4260.0,48.0,4260.0,94
163,Muzaffarpurmoraulvidhyajhanpwag,515,15150.0,11010.0,333.0,11310.0,103
164,Muzaffarpurmoraulvidhyajhanpwah,594,17820.0,910.0,11.0,910.0,149
165,Muzaffarpurmoraulvidhyajhanpwai,512,15360.0,12870.0,203.0,12870.0,128
166,Muzaffarpursakrabajibuzurgwac,175,5250.0,540.0,18.0,540.0,173
167,Muzaffarpursakrabajibuzurgwad,110,3300.0,480.0,16.0,480.0,110
168,Muzaffarpursakrabajibuzurgwah,66,1980.0,0.0,0.0,0.0,113
169,Muzaffarpursakrabajibuzurgwai,130,3900.0,0.0,0.0,0.0,130
170,Muzaffarpursakrabajibuzurgwaj,151,4530.0,0.0,0.0,0.0,151
171,Muzaffarpursakrabajibuzurgwbc,119,3570.0,60.0,2.0,60.0,119
172,Muzaffarpursakrabajibuzurgwbe,143,4290.0,0.0,0.0,0.0,143
173,Muzaffarpursakrabajibuzurgwbf,110,3300.0,0.0,0.0,0.0,110
174,Muzaffarpursakrabhartipurwab,456,13680.0,270.0,3.0,270.0,152
175,Muzaffarpursakrabhartipurwad,280,11290.0,1810.0,29.0,1820.0,181
176,Muzaffarpursakrabhartipurwae,178,5340.0,60.0,2.0,60.0,178
177,Muzaffarpursakrabhartipurwaf,318,9540.0,270.0,9.0,270.0,159
178,Muzaffarpursakrabhartipurwag,298,8940.0,60.0,1.0,60.0,149
179,Muzaffarpursakrabhartipurwah,948,28440.0,2910.0,31.0,2910.0,237
180,Muzaffarpursakrabhartipurwai,181,5430.0,1620.0,54.0,1620.0,181
181,Muzaffarpursakrabhartipurwaj,620,18600.0,390.0,5.0,390.0,155
182,Muzaffarpursakrabhartipurwba,114,3420.0,1530.0,17.0,1530.0,38
183,Muzaffarpursakrachandanpattiwab,274,8220.0,7260.0,122.0,7260.0,137
184,Muzaffarpursakrachandanpattiwae,91,2730.0,0.0,0.0,0.0,92
185,Muzaffarpursakrachandanpattiwag,438,12980.0,5120.0,133.0,5400.0,145
186,Muzaffarpursakrachandanpattiwah,435,13050.0,6990.0,187.0,6990.0,145
187,Muzaffarpursakrachandanpattiwai,232,6960.0,3060.0,102.0,3060.0,116
188,Muzaffarpursakrachandanpattiwaj,522,15360.0,7410.0,161.0,7860.0,174
189,Muzaffarpursakrachandanpattiwba,262,7860.0,3360.0,96.0,3360.0,131
190,Muzaffarpursakrachandanpattiwbb,300,9000.0,5520.0,164.0,5520.0,150
191,Muzaffarpursakrachandanpattiwbc,75,2250.0,1650.0,55.0,1650.0,75
192,Muzaffarpursakrachandanpattiwbd,112,3360.0,0.0,0.0,0.0,113
193,Muzaffarpursakradihuliishakwad,106,3180.0,810.0,27.0,810.0,107
194,Muzaffarpursakradihuliishakwae,364,10920.0,0.0,0.0,0.0,182
195,Muzaffarpursakradihuliishakwaj,35,1050.0,0.0,0.0,0.0,35
196,Muzaffarpursakradihuliishakwbc,88,2640.0,0.0,0.0,0.0,88
197,Muzaffarpursakradihuliishakwbd,220,6600.0,0.0,0.0,0.0,110
198,Muzaffarpursakradubhabuzurgwaj,235,6870.0,1860.0,62.0,1860.0,118
199,Muzaffarpursakragannipurbejhawag,145,4350.0,900.0,30.0,900.0,145
200,Muzaffarpursakragannipurbejhawah,152,4560.0,0.0,0.0,0.0,152
201,Muzaffarpursakragannipurbejhawaj,153,4590.0,60.0,2.0,60.0,153
202,Muzaffarpursakraharlochanpurwab,191,5730.0,0.0,0.0,0.0,191
203,Muzaffarpursakraharlochanpurwae,112,3360.0,0.0,0.0,0.0,112
204,Muzaffarpursakraharlochanpurwah,120,3600.0,0.0,0.0,0.0,120
205,Muzaffarpursakraharlochanpurwai,74,2220.0,0.0,0.0,0.0,74
206,Muzaffarpursakraharlochanpurwbb,137,4110.0,1500.0,50.0,1500.0,137
207,Muzaffarpursakraharlochanpurwbc,252,7560.0,0.0,0.0,0.0,126
208,Muzaffarpursakraharlochanpurwbe,175,5250.0,0.0,0.0,0.0,175
209,Muzaffarpursakrajagdishpurbaghnagariwab,1246,37380.0,2910.0,30.0,2910.0,156
210,Muzaffarpursakrajagdishpurbaghnagariwac,768,23040.0,840.0,10.0,840.0,96
211,Muzaffarpursakrajagdishpurbaghnagariwad,882,26460.0,5490.0,46.0,5490.0,126
212,Muzaffarpursakrajagdishpurbaghnagariwaf,752,22530.0,7260.0,115.0,7290.0,94
213,Muzaffarpursakrajagdishpurbaghnagariwag,95,2850.0,90.0,3.0,90.0,95
214,Muzaffarpursakrajagdishpurbaghnagariwah,907,27540.0,12450.0,147.0,13140.0,115
215,Muzaffarpursakrajagdishpurbaghnagariwai,630,18630.0,3780.0,78.0,4050.0,90
216,Muzaffarpursakrajagdishpurbaghnagariwba,106,3180.0,0.0,0.0,0.0,106
217,Muzaffarpursakrajagdishpurbaghnagariwbb,126,3780.0,0.0,0.0,0.0,126
218,Muzaffarpursakrajagdishpurbaghnagariwbc,184,5520.0,60.0,2.0,60.0,92
219,Muzaffarpursakrajagdishpurbaghnagariwbe,330,9900.0,780.0,11.0,780.0,110
220,Muzaffarpursakrakatesharwab,129,3870.0,30.0,1.0,30.0,129
221,Muzaffarpursakrakeshopurwad,230,6900.0,3960.0,98.0,3960.0,116
222,Muzaffarpursakrakeshopurwba,152,4560.0,0.0,0.0,0.0,152
223,Muzaffarpursakrakeshopurwbb,105,3150.0,3030.0,99.0,3030.0,103
224,Muzaffarpursakrakeshopurwbd,141,4230.0,0.0,0.0,0.0,142
225,Muzaffarpursakrakeshopurwbe,158,4740.0,0.0,0.0,0.0,158
226,Muzaffarpursakramachhahiwbd,194,6490.0,120.0,4.0,120.0,193
227,Muzaffarpursakramajhauliyawab,883,40665.0,21133.0,389.0,21533.0,132
228,Muzaffarpursakramajhauliyawac,771,27310.0,11991.0,109.0,12546.0,111
229,Muzaffarpursakramajhauliyawad,111,16535.0,2635.0,86.0,2740.0,123
230,Muzaffarpursakramajhauliyawae,203,21270.0,4045.0,82.0,4075.0,151
231,Muzaffarpursakramajhauliyawag,31,6170.0,1080.0,19.0,1080.0,153
232,Muzaffarpursakramajhauliyawah,136,4720.0,1180.0,35.0,1180.0,127
233,Muzaffarpursakramajhauliyawai,985,33540.0,11320.0,171.0,13510.0,123
234,Muzaffarpursakramajhauliyawaj,426,24030.0,4230.0,59.0,4260.0,151
235,Muzaffarpursakramajhauliyawba,914,34370.0,13650.0,98.0,15000.0,125
236,Muzaffarpursakramajhauliyawbb,683,27040.0,19775.0,170.0,19895.0,101
237,Muzaffarpursakramajhauliyawbc,1121,69925.0,17480.0,145.0,17480.0,156
238,Muzaffarpursakramajhauliyawbd,871,13290.0,10530.0,142.0,15850.0,115
239,Muzaffarpursakramajhauliyawbe,20,10590.0,0.0,0.0,0.0,106
240,Muzaffarpursakramajhauliyawbf,624,23950.0,11400.0,201.0,12570.0,137
241,Muzaffarpursakramarwanurfajijnagarwab,143,4290.0,0.0,0.0,0.0,143
242,Muzaffarpursakramarwanurfajijnagarwae,98,2940.0,0.0,0.0,0.0,98
243,Muzaffarpursakramarwanurfajijnagarwag,78,2340.0,0.0,0.0,0.0,78
244,Muzaffarpursakramarwanurfajijnagarwbb,89,2670.0,0.0,0.0,0.0,89
245,Muzaffarpursakramarwanurfajijnagarwbc,215,6450.0,0.0,0.0,0.0,215
246,Muzaffarpursakramarwanurfajijnagarwbe,104,3120.0,0.0,0.0,0.0,104
247,Muzaffarpursakramishrauliyawab,114,3420.0,0.0,0.0,0.0,114
248,Muzaffarpursakramishrauliyawaf,109,3270.0,0.0,0.0,0.0,109
249,Muzaffarpursakramishrauliyawah,98,2940.0,0.0,0.0,0.0,98
250,Muzaffarpursakramishrauliyawbe,167,5010.0,0.0,0.0,0.0,167
251,Muzaffarpursakramishrauliyawbf,153,4590.0,0.0,0.0,0.0,153
252,Muzaffarpursakramishrauliyawbg,110,3300.0,0.0,0.0,0.0,110
253,Muzaffarpursakramishrauliyawbh,188,5500.0,3740.0,104.0,3880.0,94
254,Muzaffarpursakraraghunathpurdonmawab,226,6780.0,120.0,4.0,120.0,113
255,Muzaffarpursakraraghunathpurdonmawad,240,7200.0,30.0,1.0,30.0,121
256,Muzaffarpursakraraghunathpurdonmawah,192,5760.0,60.0,2.0,60.0,96
257,Muzaffarpursakraraghunathpurdonmawbe,66,1980.0,60.0,2.0,60.0,33
258,Muzaffarpursakrarajapakarwab,69,2070.0,0.0,0.0,0.0,69
259,Muzaffarpursakrarajapakarwac,120,3600.0,0.0,0.0,0.0,120
260,Muzaffarpursakrarajapakarwae,52,1560.0,0.0,0.0,0.0,52
261,Muzaffarpursakrarajapakarwai,56,1680.0,0.0,0.0,0.0,56
262,Muzaffarpursakrarajapakarwbb,129,3870.0,0.0,0.0,0.0,129
263,Muzaffarpursakrarajapakarwbd,74,2220.0,0.0,0.0,0.0,74
264,Muzaffarpursakrarajapakarwbe,113,3390.0,30.0,1.0,30.0,113
265,Muzaffarpursakrarampurkrishnawab,98,2940.0,0.0,0.0,0.0,98
266,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
267,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
268,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
269,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
270,Muzaffarpursakrarupanpattimathurawah,103,3090.0,60.0,2.0,60.0,103
271,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
272,Muzaffarpursakrasakrawajidwad,79,2370.0,0.0,0.0,0.0,79
273,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
274,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
275,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
276,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
277,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
278,Muzaffarpursakrasakrawajidwba,129,3870.0,2400.0,80.0,2400.0,129
279,Muzaffarpursakrasakrawajidwbb,120,3600.0,120.0,4.0,120.0,120
280,Muzaffarpursakrasakrawajidwbc,240,7200.0,30.0,1.0,30.0,120
281,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
282,Muzaffarpursakrasakrawajidwbf,230,6900.0,0.0,0.0,0.0,115
283,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
284,Muzaffarpursakrasarmastpurwae,246,7380.0,1730.0,52.0,1730.0,123
285,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
286,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
287,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
